# EnvCell.Position full census - ADR-0009 auditable artifact
# Generated: 2026-05-31T19:54:34.9601991-07:00
# acdat: C:\Users\darin\repos\ac-unreal\pipeline\dat-extract\bin\Release\net8.0-windows\acdat.exe
# DatDir: C:\Turbine\Asheron's Call

================================================================
LANDBLOCK 0x8602  (LbX=134, LbY=2)
----------------------------------------------------------------
  Landblock 0x8602 (LbX=134, LbY=2):
    HasObjects:     True
    Terrain[]:      81 entries (9x9=81 expected)
    Height[]:       81 entries (81 expected)
    LandblockInfo:  present (file 0x8602FFFE in CellDat)
      NumCells:     568   (= indoor EnvCells inside this landblock)
      Buildings:    0
      Objects:      0
      PackMask:     0x00000000

  Per-cell Frame.Origin (landblock-local) and composed world position:
  CellId                Frame.Origin(x,y,z)                   World(x,y,z) InFootprint?
  0x01AE0303   (  150.00,   -70.00,   -6.00)   (    342.00,   33338.00,   -6.00)   OUT
  0x01AE0304   (  150.00,   -70.00,   -6.00)   (    342.00,   33338.00,   -6.00)   OUT
  0x01AE0305   (  150.00,   -70.00,   -6.00)   (    342.00,   33338.00,   -6.00)   OUT
  0x01AE0306   (   60.00,   -70.00,    0.00)   (    252.00,   33338.00,    0.00)   OUT
  0x01AE0307   (   60.00,   -70.00,    0.00)   (    252.00,   33338.00,    0.00)   OUT
  0x01AE0308   (   60.00,   -70.00,    0.00)   (    252.00,   33338.00,    0.00)   OUT
  0x01AE0309   (   60.00,   -80.00,    0.00)   (    252.00,   33328.00,    0.00)   OUT
  0x01AE030A   (   70.00,   -50.00,    0.00)   (    262.00,   33358.00,    0.00)   OUT
  0x01AE030B   (   70.00,   -50.00,    0.00)   (    262.00,   33358.00,    0.00)   OUT
  0x01AE030C   (   70.00,   -50.00,    0.00)   (    262.00,   33358.00,    0.00)   OUT
  0x01AE030D   (   70.00,   -50.00,    0.00)   (    262.00,   33358.00,    0.00)   OUT
  0x01AE030E   (   70.00,   -50.00,    0.00)   (    262.00,   33358.00,    0.00)   OUT
  0x01AE030F   (   70.00,   -60.00,    0.00)   (    262.00,   33348.00,    0.00)   OUT
  0x01AE0310   (   70.00,   -60.00,    0.00)   (    262.00,   33348.00,    0.00)   OUT
  0x01AE0311   (   70.00,   -60.00,    0.00)   (    262.00,   33348.00,    0.00)   OUT
  0x01AE0312   (   70.00,   -60.00,    0.00)   (    262.00,   33348.00,    0.00)   OUT
  0x01AE0313   (   70.00,   -70.00,    0.00)   (    262.00,   33338.00,    0.00)   OUT
  0x01AE0314   (   70.00,   -70.00,    0.00)   (    262.00,   33338.00,    0.00)   OUT
  0x01AE0315   (   70.00,   -70.00,    0.00)   (    262.00,   33338.00,    0.00)   OUT
  0x01AE0316   (   70.00,   -70.00,    0.00)   (    262.00,   33338.00,    0.00)   OUT
  0x01AE0317   (   70.00,   -70.00,    0.00)   (    262.00,   33338.00,    0.00)   OUT
  0x01AE0318   (   70.00,   -80.00,    0.00)   (    262.00,   33328.00,    0.00)   OUT
  0x01AE0319   (   70.00,   -80.00,    0.00)   (    262.00,   33328.00,    0.00)   OUT
  0x01AE031A   (   70.00,   -80.00,    0.00)   (    262.00,   33328.00,    0.00)   OUT
  0x01AE031B   (   70.00,   -80.00,    0.00)   (    262.00,   33328.00,    0.00)   OUT
  0x01AE031C   (   70.00,   -80.00,    0.00)   (    262.00,   33328.00,    0.00)   OUT
  0x01AE031D   (   70.00,   -90.00,    0.00)   (    262.00,   33318.00,    0.00)   OUT
  0x01AE031E   (   70.00,  -100.00,    0.00)   (    262.00,   33308.00,    0.00)   OUT
  0x01AE031F   (   80.00,   -50.00,    0.00)   (    272.00,   33358.00,    0.00)   OUT
  0x01AE0320   (   80.00,   -60.00,    0.00)   (    272.00,   33348.00,    0.00)   OUT
  0x01AE0321   (   80.00,   -60.00,    0.00)   (    272.00,   33348.00,    0.00)   OUT
  0x01AE0322   (   80.00,   -60.00,    0.00)   (    272.00,   33348.00,    0.00)   OUT
  0x01AE0323   (   80.00,   -60.00,    0.00)   (    272.00,   33348.00,    0.00)   OUT
  0x01AE0324   (   80.00,   -60.00,    0.00)   (    272.00,   33348.00,    0.00)   OUT
  0x01AE0325   (   80.00,   -70.00,    0.00)   (    272.00,   33338.00,    0.00)   OUT
  0x01AE0326   (   80.00,   -80.00,    0.00)   (    272.00,   33328.00,    0.00)   OUT
  0x01AE0327   (   80.00,   -80.00,    0.00)   (    272.00,   33328.00,    0.00)   OUT
  0x01AE0328   (   80.00,   -80.00,    0.00)   (    272.00,   33328.00,    0.00)   OUT
  0x01AE0329   (   80.00,   -80.00,    0.00)   (    272.00,   33328.00,    0.00)   OUT
  0x01AE032A   (   80.00,   -90.00,    0.00)   (    272.00,   33318.00,    0.00)   OUT
  0x01AE032B   (   80.00,   -90.00,    0.00)   (    272.00,   33318.00,    0.00)   OUT
  0x01AE032C   (   80.00,  -100.00,    0.00)   (    272.00,   33308.00,    0.00)   OUT
  0x01AE032D   (   90.00,   -60.00,    0.00)   (    282.00,   33348.00,    0.00)   OUT
  0x01AE032E   (   90.00,   -70.00,    0.00)   (    282.00,   33338.00,    0.00)   OUT
  0x01AE032F   (   90.00,   -70.00,    0.00)   (    282.00,   33338.00,    0.00)   OUT
  0x01AE0330   (   90.00,   -70.00,    0.00)   (    282.00,   33338.00,    0.00)   OUT
  0x01AE0331   (   90.00,   -70.00,    0.00)   (    282.00,   33338.00,    0.00)   OUT
  0x01AE0332   (   90.00,   -80.00,    0.00)   (    282.00,   33328.00,    0.00)   OUT
  0x01AE0333   (   90.00,   -80.00,    0.00)   (    282.00,   33328.00,    0.00)   OUT
  0x01AE0334   (   90.00,   -80.00,    0.00)   (    282.00,   33328.00,    0.00)   OUT
  0x01AE0335   (   90.00,   -80.00,    0.00)   (    282.00,   33328.00,    0.00)   OUT
  0x01AE0336   (   90.00,   -90.00,    0.00)   (    282.00,   33318.00,    0.00)   OUT
  0x01AE0337   (   90.00,   -90.00,    0.00)   (    282.00,   33318.00,    0.00)   OUT
  0x01AE0338   (   90.00,   -90.00,    0.00)   (    282.00,   33318.00,    0.00)   OUT
  0x01AE0339   (  100.00,   -60.00,    0.00)   (    292.00,   33348.00,    0.00)   OUT
  0x01AE033A   (  100.00,   -60.00,    0.00)   (    292.00,   33348.00,    0.00)   OUT
  0x01AE033B   (  100.00,   -60.00,    0.00)   (    292.00,   33348.00,    0.00)   OUT
  0x01AE033C   (  100.00,   -60.00,    0.00)   (    292.00,   33348.00,    0.00)   OUT
  0x01AE033D   (  100.00,   -70.00,    0.00)   (    292.00,   33338.00,    0.00)   OUT
  0x01AE033E   (  100.00,   -80.00,    0.00)   (    292.00,   33328.00,    0.00)   OUT
  0x01AE033F   (  100.00,   -90.00,    0.00)   (    292.00,   33318.00,    0.00)   OUT
  0x01AE0340   (  100.00,   -90.00,    0.00)   (    292.00,   33318.00,    0.00)   OUT
  0x01AE0341   (  100.00,  -100.00,    0.00)   (    292.00,   33308.00,    0.00)   OUT
  0x01AE0342   (  110.00,   -60.00,    0.00)   (    302.00,   33348.00,    0.00)   OUT
  0x01AE0343   (  110.00,   -60.00,    0.00)   (    302.00,   33348.00,    0.00)   OUT
  0x01AE0344   (  110.00,   -70.00,    0.00)   (    302.00,   33338.00,    0.00)   OUT
  0x01AE0345   (  110.00,   -80.00,    0.00)   (    302.00,   33328.00,    0.00)   OUT
  0x01AE0346   (  110.00,   -80.00,    0.00)   (    302.00,   33328.00,    0.00)   OUT
  0x01AE0347   (  110.00,   -80.00,    0.00)   (    302.00,   33328.00,    0.00)   OUT
  0x01AE0348   (  110.00,   -90.00,    0.00)   (    302.00,   33318.00,    0.00)   OUT
  0x01AE0349   (  110.00,  -100.00,    0.00)   (    302.00,   33308.00,    0.00)   OUT
  0x01AE034A   (  120.00,   -60.00,    0.00)   (    312.00,   33348.00,    0.00)   OUT
  0x01AE034B   (  120.00,   -70.00,    0.00)   (    312.00,   33338.00,    0.00)   OUT
  0x01AE034C   (  120.00,   -70.00,    0.00)   (    312.00,   33338.00,    0.00)   OUT
  0x01AE034D   (  120.00,   -80.00,    0.00)   (    312.00,   33328.00,    0.00)   OUT
  0x01AE034E   (  120.00,   -80.00,    0.00)   (    312.00,   33328.00,    0.00)   OUT
  0x01AE034F   (  120.00,   -80.00,    0.00)   (    312.00,   33328.00,    0.00)   OUT
  0x01AE0350   (  120.00,   -80.00,    0.00)   (    312.00,   33328.00,    0.00)   OUT
  0x01AE0351   (  120.00,   -80.00,    0.00)   (    312.00,   33328.00,    0.00)   OUT
  0x01AE0352   (  130.00,     0.00,    0.00)   (    322.00,   33408.00,    0.00)   IN
  0x01AE0353   (  130.00,   -10.00,    0.00)   (    322.00,   33398.00,    0.00)   OUT
  0x01AE0354   (  130.00,   -20.00,    0.00)   (    322.00,   33388.00,    0.00)   OUT
  0x01AE0355   (  130.00,   -70.00,    0.00)   (    322.00,   33338.00,    0.00)   OUT
  0x01AE0356   (  130.00,   -70.00,    0.00)   (    322.00,   33338.00,    0.00)   OUT
  0x01AE0357   (  130.00,   -70.00,    0.00)   (    322.00,   33338.00,    0.00)   OUT
  0x01AE0358   (  130.00,   -80.00,    0.00)   (    322.00,   33328.00,    0.00)   OUT
  0x01AE0359   (  130.00,   -80.00,    0.00)   (    322.00,   33328.00,    0.00)   OUT
  0x01AE035A   (  130.00,   -80.00,    0.00)   (    322.00,   33328.00,    0.00)   OUT
  0x01AE035B   (  130.00,   -80.00,    0.00)   (    322.00,   33328.00,    0.00)   OUT
  0x01AE035C   (  140.00,     0.00,    0.00)   (    332.00,   33408.00,    0.00)   IN
  0x01AE035D   (  140.00,   -10.00,    0.00)   (    332.00,   33398.00,    0.00)   OUT
  0x01AE035E   (  140.00,   -20.00,    0.00)   (    332.00,   33388.00,    0.00)   OUT
  0x01AE035F   (  140.00,   -60.00,    0.00)   (    332.00,   33348.00,    0.00)   OUT
  0x01AE0360   (  140.00,   -70.00,    0.00)   (    332.00,   33338.00,    0.00)   OUT
  0x01AE0361   (  140.00,   -70.00,    0.00)   (    332.00,   33338.00,    0.00)   OUT
  0x01AE0362   (  140.00,   -80.00,    0.00)   (    332.00,   33328.00,    0.00)   OUT
  0x01AE0363   (  140.00,   -80.00,    0.00)   (    332.00,   33328.00,    0.00)   OUT
  0x01AE0364   (  140.00,   -80.00,    0.00)   (    332.00,   33328.00,    0.00)   OUT
  0x01AE0365   (  140.00,   -80.00,    0.00)   (    332.00,   33328.00,    0.00)   OUT
  0x01AE0366   (  140.00,   -90.00,    0.00)   (    332.00,   33318.00,    0.00)   OUT
  0x01AE0367   (  140.00,   -90.00,    0.00)   (    332.00,   33318.00,    0.00)   OUT
  0x01AE0368   (  140.00,   -90.00,    0.00)   (    332.00,   33318.00,    0.00)   OUT
  0x01AE0369   (  140.00,   -90.00,    0.00)   (    332.00,   33318.00,    0.00)   OUT
  0x01AE036A   (  140.00,   -90.00,    0.00)   (    332.00,   33318.00,    0.00)   OUT
  0x01AE036B   (  140.00,  -100.00,    0.00)   (    332.00,   33308.00,    0.00)   OUT
  0x01AE036C   (  150.00,     0.00,    0.00)   (    342.00,   33408.00,    0.00)   IN
  0x01AE036D   (  150.00,   -10.00,    0.00)   (    342.00,   33398.00,    0.00)   OUT
  0x01AE036E   (  150.00,   -20.00,    0.00)   (    342.00,   33388.00,    0.00)   OUT
  0x01AE036F   (  150.00,   -60.00,    0.00)   (    342.00,   33348.00,    0.00)   OUT
  0x01AE0370   (  150.00,   -70.00,    0.00)   (    342.00,   33338.00,    0.00)   OUT
  0x01AE0371   (  160.00,   -70.00,    0.00)   (    352.00,   33338.00,    0.00)   OUT
  0x01AE0372   (  170.00,   -70.00,    0.00)   (    362.00,   33338.00,    0.00)   OUT
  0x01AE0373   (  170.00,   -70.00,    0.00)   (    362.00,   33338.00,    0.00)   OUT
  0x01AE0374   (  170.00,   -70.00,    0.00)   (    362.00,   33338.00,    0.00)   OUT
  0x01AE0375   (   30.00,   -70.00,    6.00)   (    222.00,   33338.00,    6.00)   OUT
  0x01AE0376   (   30.00,   -70.00,    6.00)   (    222.00,   33338.00,    6.00)   OUT
  0x01AE0377   (   30.00,   -70.00,    6.00)   (    222.00,   33338.00,    6.00)   OUT
  0x01AE0378   (   30.00,   -80.00,    6.00)   (    222.00,   33328.00,    6.00)   OUT
  0x01AE0379   (   30.00,   -90.00,    6.00)   (    222.00,   33318.00,    6.00)   OUT
  0x01AE037A   (   30.00,   -90.00,    6.00)   (    222.00,   33318.00,    6.00)   OUT
  0x01AE037B   (   30.00,   -90.00,    6.00)   (    222.00,   33318.00,    6.00)   OUT
  0x01AE037C   (   40.00,   -60.00,    6.00)   (    232.00,   33348.00,    6.00)   OUT
  0x01AE037D   (   40.00,   -60.00,    6.00)   (    232.00,   33348.00,    6.00)   OUT
  0x01AE037E   (   40.00,   -60.00,    6.00)   (    232.00,   33348.00,    6.00)   OUT
  0x01AE037F   (   40.00,   -70.00,    6.00)   (    232.00,   33338.00,    6.00)   OUT
  0x01AE0380   (   40.00,   -80.00,    6.00)   (    232.00,   33328.00,    6.00)   OUT
  0x01AE0381   (   40.00,   -80.00,    6.00)   (    232.00,   33328.00,    6.00)   OUT
  0x01AE0382   (   40.00,   -90.00,    6.00)   (    232.00,   33318.00,    6.00)   OUT
  0x01AE0383   (   40.00,   -90.00,    6.00)   (    232.00,   33318.00,    6.00)   OUT
  0x01AE0384   (   40.00,   -90.00,    6.00)   (    232.00,   33318.00,    6.00)   OUT
  0x01AE0385   (   40.00,  -100.00,    6.00)   (    232.00,   33308.00,    6.00)   OUT
  0x01AE0386   (   50.00,   -50.00,    6.00)   (    242.00,   33358.00,    6.00)   OUT
  0x01AE0387   (   50.00,   -60.00,    6.00)   (    242.00,   33348.00,    6.00)   OUT
  0x01AE0388   (   50.00,   -60.00,    6.00)   (    242.00,   33348.00,    6.00)   OUT
  0x01AE0389   (   50.00,   -60.00,    6.00)   (    242.00,   33348.00,    6.00)   OUT
  0x01AE038A   (   50.00,   -70.00,    6.00)   (    242.00,   33338.00,    6.00)   OUT
  0x01AE038B   (   50.00,   -80.00,    6.00)   (    242.00,   33328.00,    6.00)   OUT
  0x01AE038C   (   50.00,   -80.00,    6.00)   (    242.00,   33328.00,    6.00)   OUT
  0x01AE038D   (   50.00,   -80.00,    6.00)   (    242.00,   33328.00,    6.00)   OUT
  0x01AE038E   (   50.00,   -80.00,    6.00)   (    242.00,   33328.00,    6.00)   OUT
  0x01AE038F   (   50.00,   -90.00,    6.00)   (    242.00,   33318.00,    6.00)   OUT
  0x01AE0390   (   60.00,   -50.00,    6.00)   (    252.00,   33358.00,    6.00)   OUT
  0x01AE0391   (   60.00,   -50.00,    6.00)   (    252.00,   33358.00,    6.00)   OUT
  0x01AE0392   (   60.00,   -50.00,    6.00)   (    252.00,   33358.00,    6.00)   OUT
  0x01AE0393   (   60.00,   -60.00,    6.00)   (    252.00,   33348.00,    6.00)   OUT
  0x01AE0394   (   60.00,   -60.00,    6.00)   (    252.00,   33348.00,    6.00)   OUT
  0x01AE0395   (   60.00,   -60.00,    6.00)   (    252.00,   33348.00,    6.00)   OUT
  0x01AE0396   (   60.00,   -70.00,    6.00)   (    252.00,   33338.00,    6.00)   OUT
  0x01AE0397   (   60.00,   -80.00,    6.00)   (    252.00,   33328.00,    6.00)   OUT
  0x01AE0398   (   60.00,   -80.00,    6.00)   (    252.00,   33328.00,    6.00)   OUT
  0x01AE0399   (   60.00,   -80.00,    6.00)   (    252.00,   33328.00,    6.00)   OUT
  0x01AE039A   (   60.00,   -90.00,    6.00)   (    252.00,   33318.00,    6.00)   OUT
  0x01AE039B   (   60.00,   -90.00,    6.00)   (    252.00,   33318.00,    6.00)   OUT
  0x01AE039C   (   60.00,   -90.00,    6.00)   (    252.00,   33318.00,    6.00)   OUT
  0x01AE039D   (   70.00,   -40.00,    6.00)   (    262.00,   33368.00,    6.00)   OUT
  0x01AE039E   (   70.00,   -40.00,    6.00)   (    262.00,   33368.00,    6.00)   OUT
  0x01AE039F   (   70.00,   -40.00,    6.00)   (    262.00,   33368.00,    6.00)   OUT
  0x01AE03A0   (   70.00,   -50.00,    6.00)   (    262.00,   33358.00,    6.00)   OUT
  0x01AE03A1   (   70.00,   -60.00,    6.00)   (    262.00,   33348.00,    6.00)   OUT
  0x01AE03A2   (   70.00,   -60.00,    6.00)   (    262.00,   33348.00,    6.00)   OUT
  0x01AE03A3   (   70.00,   -60.00,    6.00)   (    262.00,   33348.00,    6.00)   OUT
  0x01AE03A4   (   70.00,   -70.00,    6.00)   (    262.00,   33338.00,    6.00)   OUT
  0x01AE03A5   (   70.00,   -90.00,    6.00)   (    262.00,   33318.00,    6.00)   OUT
  0x01AE03A6   (   70.00,  -100.00,    6.00)   (    262.00,   33308.00,    6.00)   OUT
  0x01AE03A7   (   80.00,   -40.00,    6.00)   (    272.00,   33368.00,    6.00)   OUT
  0x01AE03A8   (   80.00,   -40.00,    6.00)   (    272.00,   33368.00,    6.00)   OUT
  0x01AE03A9   (   80.00,   -40.00,    6.00)   (    272.00,   33368.00,    6.00)   OUT
  0x01AE03AA   (   80.00,   -50.00,    6.00)   (    272.00,   33358.00,    6.00)   OUT
  0x01AE03AB   (   80.00,   -50.00,    6.00)   (    272.00,   33358.00,    6.00)   OUT
  0x01AE03AC   (   80.00,   -60.00,    6.00)   (    272.00,   33348.00,    6.00)   OUT
  0x01AE03AD   (   80.00,   -60.00,    6.00)   (    272.00,   33348.00,    6.00)   OUT
  0x01AE03AE   (   80.00,   -60.00,    6.00)   (    272.00,   33348.00,    6.00)   OUT
  0x01AE03AF   (   80.00,   -70.00,    6.00)   (    272.00,   33338.00,    6.00)   OUT
  0x01AE03B0   (   80.00,   -70.00,    6.00)   (    272.00,   33338.00,    6.00)   OUT
  0x01AE03B1   (   80.00,   -70.00,    6.00)   (    272.00,   33338.00,    6.00)   OUT
  0x01AE03B2   (   80.00,   -90.00,    6.00)   (    272.00,   33318.00,    6.00)   OUT
  0x01AE03B3   (   80.00,  -100.00,    6.00)   (    272.00,   33308.00,    6.00)   OUT
  0x01AE03B4   (   90.00,   -50.00,    6.00)   (    282.00,   33358.00,    6.00)   OUT
  0x01AE03B5   (   90.00,   -60.00,    6.00)   (    282.00,   33348.00,    6.00)   OUT
  0x01AE03B6   (   90.00,   -70.00,    6.00)   (    282.00,   33338.00,    6.00)   OUT
  0x01AE03B7   (   90.00,   -70.00,    6.00)   (    282.00,   33338.00,    6.00)   OUT
  0x01AE03B8   (   90.00,   -70.00,    6.00)   (    282.00,   33338.00,    6.00)   OUT
  0x01AE03B9   (   90.00,   -70.00,    6.00)   (    282.00,   33338.00,    6.00)   OUT
  0x01AE03BA   (   90.00,   -80.00,    6.00)   (    282.00,   33328.00,    6.00)   OUT
  0x01AE03BB   (   90.00,   -90.00,    6.00)   (    282.00,   33318.00,    6.00)   OUT
  0x01AE03BC   (   90.00,   -90.00,    6.00)   (    282.00,   33318.00,    6.00)   OUT
  0x01AE03BD   (   90.00,   -90.00,    6.00)   (    282.00,   33318.00,    6.00)   OUT
  0x01AE03BE   (  100.00,   -50.00,    6.00)   (    292.00,   33358.00,    6.00)   OUT
  0x01AE03BF   (  100.00,   -90.00,    6.00)   (    292.00,   33318.00,    6.00)   OUT
  0x01AE03C0   (  100.00,  -100.00,    6.00)   (    292.00,   33308.00,    6.00)   OUT
  0x01AE03C1   (  110.00,   -60.00,    6.00)   (    302.00,   33348.00,    6.00)   OUT
  0x01AE03C2   (  110.00,   -70.00,    6.00)   (    302.00,   33338.00,    6.00)   OUT
  0x01AE03C3   (  110.00,   -90.00,    6.00)   (    302.00,   33318.00,    6.00)   OUT
  0x01AE03C4   (  110.00,  -100.00,    6.00)   (    302.00,   33308.00,    6.00)   OUT
  0x01AE03C5   (  120.00,   -60.00,    6.00)   (    312.00,   33348.00,    6.00)   OUT
  0x01AE03C6   (  120.00,   -70.00,    6.00)   (    312.00,   33338.00,    6.00)   OUT
  0x01AE03C7   (  140.00,   -60.00,    6.00)   (    332.00,   33348.00,    6.00)   OUT
  0x01AE03C8   (  140.00,   -70.00,    6.00)   (    332.00,   33338.00,    6.00)   OUT
  0x01AE03C9   (  140.00,  -100.00,    6.00)   (    332.00,   33308.00,    6.00)   OUT
  0x01AE03CA   (  150.00,   -60.00,    6.00)   (    342.00,   33348.00,    6.00)   OUT
  0x01AE03CB   (  150.00,   -70.00,    6.00)   (    342.00,   33338.00,    6.00)   OUT
  0x01AE03CC   (  160.00,   -50.00,    6.00)   (    352.00,   33358.00,    6.00)   OUT
  0x01AE03CD   (  170.00,   -50.00,    6.00)   (    362.00,   33358.00,    6.00)   OUT
  0x01AE03CE   (  170.00,   -50.00,    6.00)   (    362.00,   33358.00,    6.00)   OUT
  0x01AE03CF   (  170.00,   -50.00,    6.00)   (    362.00,   33358.00,    6.00)   OUT
  0x01AE03D0   (  170.00,   -60.00,    6.00)   (    362.00,   33348.00,    6.00)   OUT
  0x01AE03D1   (  100.00,   -50.00,   12.00)   (    292.00,   33358.00,   12.00)   OUT
  0x01AE03D2   (  110.00,   -40.00,   12.00)   (    302.00,   33368.00,   12.00)   OUT
  0x01AE03D3   (  110.00,   -40.00,   12.00)   (    302.00,   33368.00,   12.00)   OUT
  0x01AE03D4   (  110.00,   -40.00,   12.00)   (    302.00,   33368.00,   12.00)   OUT
  0x01AE03D5   (  110.00,   -50.00,   12.00)   (    302.00,   33358.00,   12.00)   OUT
  0x01AE03D6   (  110.00,   -50.00,   12.00)   (    302.00,   33358.00,   12.00)   OUT
  0x01AE03D7   (  110.00,   -50.00,   12.00)   (    302.00,   33358.00,   12.00)   OUT
  0x01AE03D8   (  120.00,   -40.00,   12.00)   (    312.00,   33368.00,   12.00)   OUT
  0x01AE03D9   (  130.00,   -40.00,   12.00)   (    322.00,   33368.00,   12.00)   OUT
  0x01AE03DA   (  130.00,   -40.00,   12.00)   (    322.00,   33368.00,   12.00)   OUT
  0x01AE03DB   (  130.00,   -40.00,   12.00)   (    322.00,   33368.00,   12.00)   OUT
  0x01AE03DC   (  130.00,   -50.00,   12.00)   (    322.00,   33358.00,   12.00)   OUT
  0x01AE03DD   (  130.00,   -50.00,   12.00)   (    322.00,   33358.00,   12.00)   OUT
  0x01AE03DE   (  130.00,   -50.00,   12.00)   (    322.00,   33358.00,   12.00)   OUT
  0x01AE03DF   (  130.00,   -50.00,   12.00)   (    322.00,   33358.00,   12.00)   OUT
  0x01AE03E0   (  140.00,   -50.00,   12.00)   (    332.00,   33358.00,   12.00)   OUT
  0x01AE03E1   (  140.00,   -50.00,   12.00)   (    332.00,   33358.00,   12.00)   OUT
  0x01AE03E2   (  140.00,   -50.00,   12.00)   (    332.00,   33358.00,   12.00)   OUT
  0x01AE03E3   (  140.00,   -50.00,   12.00)   (    332.00,   33358.00,   12.00)   OUT
  0x01AE03E4   (  140.00,   -50.00,   12.00)   (    332.00,   33358.00,   12.00)   OUT
  0x01AE03E5   (  140.00,  -100.00,   12.00)   (    332.00,   33308.00,   12.00)   OUT
  0x01AE03E6   (  150.00,   -50.00,   12.00)   (    342.00,   33358.00,   12.00)   OUT
  0x01AE03E7   (  140.00,  -100.00,   18.00)   (    332.00,   33308.00,   18.00)   OUT
  0x01AE03E8   (  140.00,  -100.00,   24.00)   (    332.00,   33308.00,   24.00)   OUT

  SUMMARY 0x01AE: cells_with_position=745
  Frame.Origin bbox: X[0.00..180.00] Y[-140.00..0.00] Z[-36.00..24.00]
  Cells with Frame.Origin inside [0,192] on BOTH X and Y: 11
  Cells with Frame.Origin OUTSIDE that footprint: 734

================================================================
LANDBLOCK 0x00D6  (LbX=0, LbY=214)
----------------------------------------------------------------
  Landblock 0x00D6 (LbX=0, LbY=214):
    HasObjects:     True
    Terrain[]:      81 entries (9x9=81 expected)
    Height[]:       81 entries (81 expected)
    LandblockInfo:  present (file 0x00D6FFFE in CellDat)
      NumCells:     946   (= indoor EnvCells inside this landblock)
      Buildings:    0
      Objects:      0
      PackMask:     0x00000000

  Per-cell Frame.Origin (landblock-local) and composed world position:
  CellId                Frame.Origin(x,y,z)                   World(x,y,z) InFootprint?
  0x00D60100   (   20.00,  -270.00,   -6.00)   (     20.00,   40818.00,   -6.00)   OUT
  0x00D60101   (   20.00,  -270.00,   -6.00)   (     20.00,   40818.00,   -6.00)   OUT
  0x00D60102   (   30.00,  -270.00,   -6.00)   (     30.00,   40818.00,   -6.00)   OUT
  0x00D60103   (   30.00,  -270.00,   -6.00)   (     30.00,   40818.00,   -6.00)   OUT
  0x00D60104   (   30.00,  -280.00,   -6.00)   (     30.00,   40808.00,   -6.00)   OUT
  0x00D60105   (   30.00,  -280.00,   -6.00)   (     30.00,   40808.00,   -6.00)   OUT
  0x00D60106   (   40.00,  -270.00,   -6.00)   (     40.00,   40818.00,   -6.00)   OUT
  0x00D60107   (   40.00,  -280.00,   -6.00)   (     40.00,   40808.00,   -6.00)   OUT
  0x00D60108   (   40.00,  -290.00,   -6.00)   (     40.00,   40798.00,   -6.00)   OUT
  0x00D60109   (   40.00,  -300.00,   -6.00)   (     40.00,   40788.00,   -6.00)   OUT
  0x00D6010A   (   50.00,  -250.00,   -6.00)   (     50.00,   40838.00,   -6.00)   OUT
  0x00D6010B   (   50.00,  -250.00,   -6.00)   (     50.00,   40838.00,   -6.00)   OUT
  0x00D6010C   (   50.00,  -270.00,   -6.00)   (     50.00,   40818.00,   -6.00)   OUT
  0x00D6010D   (   50.00,  -280.00,   -6.00)   (     50.00,   40808.00,   -6.00)   OUT
  0x00D6010E   (   50.00,  -290.00,   -6.00)   (     50.00,   40798.00,   -6.00)   OUT
  0x00D6010F   (   50.00,  -300.00,   -6.00)   (     50.00,   40788.00,   -6.00)   OUT
  0x00D60110   (   60.00,  -250.00,   -6.00)   (     60.00,   40838.00,   -6.00)   OUT
  0x00D60111   (   60.00,  -250.00,   -6.00)   (     60.00,   40838.00,   -6.00)   OUT
  0x00D60112   (   60.00,  -260.00,   -6.00)   (     60.00,   40828.00,   -6.00)   OUT
  0x00D60113   (   60.00,  -270.00,   -6.00)   (     60.00,   40818.00,   -6.00)   OUT
  0x00D60114   (   60.00,  -280.00,   -6.00)   (     60.00,   40808.00,   -6.00)   OUT
  0x00D60115   (   60.00,  -290.00,   -6.00)   (     60.00,   40798.00,   -6.00)   OUT
  0x00D60116   (   60.00,  -300.00,   -6.00)   (     60.00,   40788.00,   -6.00)   OUT
  0x00D60117   (   70.00,  -250.00,   -6.00)   (     70.00,   40838.00,   -6.00)   OUT
  0x00D60118   (   70.00,  -250.00,   -6.00)   (     70.00,   40838.00,   -6.00)   OUT
  0x00D60119   (   70.00,  -270.00,   -6.00)   (     70.00,   40818.00,   -6.00)   OUT
  0x00D6011A   (   70.00,  -280.00,   -6.00)   (     70.00,   40808.00,   -6.00)   OUT
  0x00D6011B   (   70.00,  -290.00,   -6.00)   (     70.00,   40798.00,   -6.00)   OUT
  0x00D6011C   (   70.00,  -300.00,   -6.00)   (     70.00,   40788.00,   -6.00)   OUT
  0x00D6011D   (   80.00,  -270.00,   -6.00)   (     80.00,   40818.00,   -6.00)   OUT
  0x00D6011E   (   80.00,  -280.00,   -6.00)   (     80.00,   40808.00,   -6.00)   OUT
  0x00D6011F   (   80.00,  -290.00,   -6.00)   (     80.00,   40798.00,   -6.00)   OUT
  0x00D60120   (   80.00,  -300.00,   -6.00)   (     80.00,   40788.00,   -6.00)   OUT
  0x00D60121   (   90.00,  -270.00,   -6.00)   (     90.00,   40818.00,   -6.00)   OUT
  0x00D60122   (   90.00,  -270.00,   -6.00)   (     90.00,   40818.00,   -6.00)   OUT
  0x00D60123   (   90.00,  -280.00,   -6.00)   (     90.00,   40808.00,   -6.00)   OUT
